"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"10","1012.9","1015.5","1018.4","2020/03/10 22:43:00","1006.3","2020/03/10 00:01:00","17.4","22.9","2020/03/10 00:16:00","15.0","2020/03/10 19:56:00","15.4","88","72","2020/03/10 19:17:00","5.6","50","18.1","270","2020/03/10 02:03:00","45.1","10.5","7.0","2020/03/10 02:13:00","17.0","2020/03/10 01:49:00","0.0","0.0","2.26","11.3","-2.2","2","2020/03/10 14:00:00","10.0","18.6","19.7","19.9","20.2","20.4","20.8","20.5"
"11","1017.3","1019.9","1019.3","2020/03/11 07:43:00","1015.6","2020/03/11 13:37:00","17.5","20.9","2020/03/11 14:07:00","15.1","2020/03/11 05:58:00","11.4","68","58","2020/03/11 10:15:00","5.7","60","14.1","80","2020/03/11 10:14:00","0.0","0.0","0.0","--","0.0","--","5.4","45.7","16.78","15.0","-4.0","8","2020/03/11 12:00:00","6.8","17.4","18.4","18.5","19.0","19.6","20.3","20.6"
"12","1014.4","1016.9","1017.3","2020/03/12 09:15:00","1012.2","2020/03/12 17:38:00","18.7","20.5","2020/03/12 15:48:00","16.8","2020/03/12 08:07:00","16.6","88","74","2020/03/12 00:01:00","1.9","320","8.2","90","2020/03/12 00:03:00","5.4","2.6","1.4","2020/03/12 09:03:00","3.0","2020/03/12 07:06:00","0.0","0.0","4.28","10.2","/","3","2020/03/12 12:00:00","10.0","18.7","19.0","19.0","19.2","19.4","20.1","20.6"
"13","1014.5","1017.1","1016.6","2020/03/13 23:45:00","1012.7","2020/03/13 14:06:00","18.8","20.3","2020/03/13 13:44:00","16.5","2020/03/13 23:52:00","18.7","99","89","2020/03/13 00:20:00","2.7","40","12.7","40","2020/03/13 23:34:00","46.0","16.4","6.2","2020/03/13 04:12:00","14.0","2020/03/13 04:49:00","0.0","0.0","1.98","4.8","-0.1","2","2020/03/13 12:00:00","10.0","19.3","19.6","19.6","19.5","19.7","19.9","20.6"
"14","1017.4","1020.0","1019.2","2020/03/14 09:33:00","1015.7","2020/03/14 03:45:00","15.7","17.9","2020/03/14 14:21:00","13.9","2020/03/14 23:11:00","12.0","79","64","2020/03/14 13:27:00","6.9","50","17.0","60","2020/03/14 14:14:00","2.2","4.1","1.0","2020/03/14 00:51:00","1.5","2020/03/14 00:51:00","1.8","15.1","6.83","12.2","-1.8","5","2020/03/14 14:00:00","7.2","16.8","18.1","18.4","18.9","19.4","20.0","20.6"
"15","1018.2","1020.8","1019.9","2020/03/15 09:00:00","1015.9","2020/03/15 16:06:00","16.1","20.2","2020/03/15 11:59:00","12.4","2020/03/15 23:57:00","8.9","63","41","2020/03/15 11:45:00","5.1","60","14.3","40","2020/03/15 12:00:00","0.0","0.0","0.0","--","0.0","--","11.1","93.2","24.01","14.0","5.5","10","2020/03/15 13:00:00","0.2","16.6","17.6","17.7","18.2","18.7","19.7","20.5"
"16","1018.2","1020.8","1020.0","2020/03/16 09:31:00","1016.1","2020/03/16 15:27:00","18.8","25.1","2020/03/16 14:10:00","11.9","2020/03/16 03:04:00","9.0","55","36","2020/03/16 13:53:00","4.0","60","12.3","60","2020/03/16 09:59:00","0.0","0.0","0.0","--","0.0","--","11.0","92.2","23.36","18.3","4.4","10","2020/03/16 13:00:00","1.7","17.6","17.8","17.9","18.2","18.6","19.5","20.4"
"17","1017.3","1019.9","1018.4","2020/03/17 08:09:00","1016.0","2020/03/17 16:24:00","18.9","23.2","2020/03/17 10:12:00","16.6","2020/03/17 05:14:00","14.6","76","57","2020/03/17 00:10:00","1.9","320","7.1","300","2020/03/17 11:22:00","0.0","0.0","0.0","--","0.0","--","3.5","29.3","12.97","10.7","-3.5","7","2020/03/17 12:00:00","8.0","18.7","18.9","18.9","18.9","19.2","19.5","20.4"
"18","1014.2","1016.7","1016.4","2020/03/18 00:01:00","1012.2","2020/03/18 23:59:00","18.9","22.2","2020/03/18 10:24:00","16.5","2020/03/18 05:58:00","17.6","92","77","2020/03/18 10:33:00","1.4","140","5.8","310","2020/03/18 13:47:00","1.0","5.9","0.3","2020/03/18 17:10:00","0.5","2020/03/18 16:40:00","0.3","2.5","5.01","9.3","-1.3","5","2020/03/18 11:00:00","9.8","18.8","19.4","19.5","19.2","19.4","19.7","20.3"
"19","1013.0","1015.5","1015.3","2020/03/19 21:49:00","1010.6","2020/03/19 06:06:00","19.5","22.1","2020/03/19 12:28:00","17.8","2020/03/19 01:44:00","19.4","99","87","2020/03/19 16:04:00","2.1","210","7.8","300","2020/03/19 13:31:00","6.1","3.3","1.6","2020/03/19 18:18:00","3.9","2020/03/19 17:33:00","0.0","0.0","1.93","5.0","-1.0","3","2020/03/19 13:00:00","9.7","19.3","19.4","19.4","19.3","19.6","19.7","20.4"
"20","1013.7","1016.2","1015.1","2020/03/20 00:05:00","1009.8","2020/03/20 11:27:00","20.5","23.2","2020/03/20 14:05:00","18.0","2020/03/20 03:54:00","19.3","93","81","2020/03/20 10:56:00","4.3","40","11.8","50","2020/03/20 10:52:00","0.0","0.0","0.0","--","0.0","--","3.6","29.9","12.39","6.3","2.7","5","2020/03/20 12:00:00","7.3","19.4","19.8","19.7","19.6","19.8","20.0","20.3"
"21","1013.1","1015.6","1015.6","2020/03/21 07:39:00","1009.9","2020/03/21 15:12:00","22.0","26.2","2020/03/21 15:17:00","18.4","2020/03/21 06:23:00","20.4","91","62","2020/03/21 12:53:00","2.4","210","9.5","300","2020/03/21 15:55:00","0.0","0.0","0.0","--","0.0","--","8.4","69.7","18.48","8.0","3.5","7","2020/03/21 13:00:00","6.3","21.0","20.7","20.6","20.3","20.2","20.2","20.4"
"22","1011.1","1013.6","1014.3","2020/03/22 22:27:00","1008.1","2020/03/22 15:57:00","24.0","26.8","2020/03/22 13:29:00","21.9","2020/03/22 23:23:00","22.2","90","78","2020/03/22 13:16:00","5.9","230","15.6","230","2020/03/22 11:31:00","0.0","0.0","0.0","--","0.0","--","8.3","68.7","19.66","9.0","4.5","8","2020/03/22 12:00:00","5.0","22.1","21.9","21.7","21.3","21.1","20.6","20.5"
"23","1013.6","1016.1","1017.3","2020/03/23 21:40:00","1011.5","2020/03/23 04:18:00","20.6","22.4","2020/03/23 01:07:00","18.1","2020/03/23 21:59:00","19.0","91","80","2020/03/23 19:47:00","6.1","50","15.3","40","2020/03/23 11:16:00","3.0","0.4","1.7","2020/03/23 21:43:00","3.0","2020/03/23 21:40:00","0.0","0.0","5.17","7.7","-3.3","3","2020/03/23 14:00:00","9.5","20.6","21.2","21.3","21.4","21.5","21.1","20.6"
"24","1013.6","1016.1","1014.8","2020/03/24 08:53:00","1012.5","2020/03/24 15:35:00","21.1","23.3","2020/03/24 12:04:00","18.8","2020/03/24 02:51:00","19.1","89","79","2020/03/24 09:58:00","5.8","40","14.8","50","2020/03/24 13:16:00","0.0","0.0","0.0","--","0.0","--","5.3","43.7","15.96","12.8","3.3","8","2020/03/24 12:00:00","6.8","20.5","20.8","20.9","20.8","21.0","21.1","20.8"
"25","1012.4","1014.9","1014.0","2020/03/25 09:00:00","1010.9","2020/03/25 14:41:00","21.9","25.4","2020/03/25 10:45:00","19.1","2020/03/25 03:37:00","21.2","96","88","2020/03/25 10:43:00","1.7","340","7.0","340","2020/03/25 11:39:00","0.0","0.0","0.0","--","0.0","--","4.9","40.3","17.22","8.7","2.8","8","2020/03/25 13:00:00","5.8","21.7","21.7","21.6","21.3","21.3","21.2","21.1"
"26","1012.2","1014.7","1013.9","2020/03/26 09:00:00","1009.7","2020/03/26 15:13:00","24.0","28.9","2020/03/26 11:20:00","19.8","2020/03/26 00:11:00","22.1","90","67","2020/03/26 10:28:00","1.5","320","6.9","20","2020/03/26 13:54:00","0.0","0.0","0.0","--","0.0","--","8.8","72.2","21.87","9.5","4.6","10","2020/03/26 13:00:00","5.0","22.9","22.6","22.5","21.9","21.9","21.5","21.1"
"27","1012.0","1014.5","1013.4","2020/03/27 09:19:00","1010.6","2020/03/27 15:05:00","24.1","27.7","2020/03/27 11:04:00","21.2","2020/03/27 21:05:00","22.8","93","79","2020/03/27 16:54:00","3.1","210","13.6","70","2020/03/27 20:54:00","0.0","0.0","0.0","--","0.0","--","2.9","23.8","13.21","11.3","/","10","2020/03/27 12:00:00","8.7","22.7","23.2","23.2","22.7","22.6","22.0","21.3"
"28","1014.3","1016.9","1018.3","2020/03/28 21:42:00","1010.0","2020/03/28 04:29:00","17.6","21.9","2020/03/28 04:01:00","14.1","2020/03/28 23:03:00","16.8","95","86","2020/03/28 20:22:00","6.3","40","14.7","30","2020/03/28 15:56:00","36.4","14.4","12.3","2020/03/28 04:41:00","21.6","2020/03/28 04:20:00","0.0","0.0","1.80","11.7","-0.4","2","2020/03/28 12:00:00","10.0","19.8","21.1","21.3","21.8","22.3","22.4","21.5"
"29","1014.2","1016.8","1017.8","2020/03/29 00:12:00","1010.2","2020/03/29 15:11:00","17.4","20.8","2020/03/29 15:09:00","14.1","2020/03/29 02:18:00","14.4","83","72","2020/03/29 14:06:00","4.5","60","12.4","40","2020/03/29 00:19:00","0.0","0.0","0.0","--","0.0","--","1.8","14.7","13.55","14.8","3.4","7","2020/03/29 12:00:00","9.7","18.8","19.4","19.6","20.2","20.8","21.7","21.6"
"30","1012.2","1014.7","1013.6","2020/03/30 21:32:00","1010.8","2020/03/30 04:18:00","18.6","20.1","2020/03/30 12:41:00","17.8","2020/03/30 04:52:00","18.3","98","90","2020/03/30 00:01:00","3.4","60","9.5","20","2020/03/30 12:48:00","2.4","3.5","1.3","2020/03/30 18:50:00","2.0","2020/03/30 18:10:00","0.0","0.0","0.66","9.5","-0.3","1","2020/03/30 13:00:00","9.7","19.6","20.1","20.1","20.4","20.7","21.5","21.7"
"31","1011.4","1014.0","1013.7","2020/03/31 06:58:00","1008.6","2020/03/31 16:20:00","20.1","23.2","2020/03/31 10:57:00","18.0","2020/03/31 01:26:00","19.2","95","86","2020/03/31 10:57:00","3.1","50","10.3","40","2020/03/31 11:59:00","3.6","3.1","0.5","2020/03/31 21:34:00","1.0","2020/03/31 23:31:00","1.8","14.6","10.43","11.0","-1.7","6","2020/03/31 11:00:00","8.8","20.2","20.4","20.5","20.5","20.8","21.3","21.6"
