"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"11","1011.0","1013.5","1012.7","2023/04/11 08:02:00","1008.7","2023/04/11 16:47:00","22.2","25.5","2023/04/11 14:44:00","18.9","2023/04/11 06:04:00","19.7","86","72","2023/04/11 09:33:00","2.2","240","6.9","230","2023/04/11 10:47:00","0.0","0.0","0.0","--","0.0","--","9.3","73.8","21.94","14.4","4.3","10","2023/04/11 12:00:00","2.2","20.8","20.8","20.0","19.9","20.4","19.6","20.0"
"12","1010.9","1013.4","1012.9","2023/04/12 08:41:00","1009.2","2023/04/12 15:01:00","21.8","24.9","2023/04/12 12:16:00","19.7","2023/04/12 06:12:00","20.3","92","79","2023/04/12 08:23:00","6.1","50","20.0","70","2023/04/12 15:54:00","0.0","0.0","0.0","--","0.0","--","5.3","42.0","18.89","14.4","4.6","9","2023/04/12 12:00:00","4.4","20.9","20.9","20.5","20.4","21.0","20.1","20.1"
"13","1009.9","1012.4","1011.7","2023/04/13 07:59:00","1007.8","2023/04/13 15:35:00","22.4","26.0","2023/04/13 11:00:00","20.5","2023/04/13 21:41:00","21.7","96","85","2023/04/13 10:56:00","3.9","50","12.4","60","2023/04/13 00:11:00","0.0","0.0","0.0","--","0.0","--","5.0","39.5","18.80","9.2","4.7","9","2023/04/13 12:00:00","6.4","22.0","22.0","21.1","20.9","21.4","20.5","20.2"
"14","1007.6","1010.1","1010.4","2023/04/14 08:02:00","1004.8","2023/04/14 14:55:00","22.9","27.1","2023/04/14 13:42:00","20.4","2023/04/14 06:05:00","21.3","91","73","2023/04/14 13:34:00","2.3","240","6.7","280","2023/04/14 15:40:00","0.0","0.0","0.0","--","0.0","--","7.6","60.0","20.38","10.0","-3.5","10","2023/04/14 13:00:00","4.2","22.4","22.4","21.7","21.5","21.9","20.9","20.4"
"15","1006.5","1009.0","1008.6","2023/04/15 10:16:00","1004.5","2023/04/15 03:44:00","22.4","24.5","2023/04/15 04:07:00","19.2","2023/04/15 23:04:00","20.1","87","66","2023/04/15 20:32:00","3.3","80","9.2","250","2023/04/15 04:12:00","0.5","1.4","0.5","2023/04/15 10:37:00","0.5","2023/04/15 10:37:00","0.9","7.1","6.80","12.0","-2.2","4","2023/04/15 15:00:00","9.2","21.7","21.7","21.8","21.7","22.3","21.3","20.6"
"16","1007.1","1009.6","1008.6","2023/04/16 09:19:00","1005.6","2023/04/16 01:21:00","22.9","27.6","2023/04/16 15:43:00","16.7","2023/04/16 05:01:00","18.9","79","53","2023/04/16 15:14:00","2.3","240","6.2","240","2023/04/16 12:22:00","0.0","0.0","0.0","--","0.0","--","11.2","88.3","25.84","15.2","3.7","10","2023/04/16 12:00:00","0.0","21.3","21.3","21.0","21.0","21.8","21.2","20.8"
"17","1010.7","1013.2","1012.6","2023/04/17 09:21:00","1008.0","2023/04/17 02:07:00","23.8","26.8","2023/04/17 12:51:00","19.8","2023/04/17 02:17:00","21.3","86","70","2023/04/17 04:29:00","2.4","170","6.8","240","2023/04/17 08:26:00","0.0","0.0","0.0","--","0.0","--","10.1","79.2","24.59","10.8","4.1","9","2023/04/17 13:00:00","0.6","22.5","22.5","21.7","21.6","22.2","21.3","20.9"
"18","1009.0","1011.5","1011.7","2023/04/18 00:01:00","1005.7","2023/04/18 23:59:00","24.7","28.5","2023/04/18 13:48:00","21.5","2023/04/18 01:50:00","22.3","87","61","2023/04/18 13:55:00","1.6","40","5.3","340","2023/04/18 11:56:00","0.0","0.0","0.0","--","0.0","--","5.4","42.3","16.37","11.2","-3.2","8","2023/04/18 13:00:00","7.6","23.1","23.1","22.3","22.2","22.7","21.6","21.0"
"19","1002.7","1005.2","1005.8","2023/04/19 00:15:00","1000.6","2023/04/19 15:25:00","24.7","28.4","2023/04/19 09:35:00","21.6","2023/04/19 18:40:00","23.0","91","75","2023/04/19 09:01:00","6.1","230","23.7","290","2023/04/19 13:47:00","63.0","8.6","9.0","2023/04/19 22:27:00","17.5","2023/04/19 21:47:00","2.2","17.2","7.46","9.6","/","4","2023/04/19 10:00:00","9.6","23.3","23.3","22.7","22.4","23.0","21.9","21.2"
"20","1002.8","1005.3","1005.9","2023/04/20 23:06:00","1000.4","2023/04/20 02:47:00","22.3","23.6","2023/04/20 10:07:00","21.2","2023/04/20 23:47:00","21.7","96","92","2023/04/20 12:42:00","4.1","50","19.5","250","2023/04/20 02:35:00","67.5","3.5","10.0","2023/04/20 02:13:00","36.0","2023/04/20 01:35:00","0.0","0.0","6.45","14.4","-1.5","4","2023/04/20 11:00:00","9.6","22.0","22.0","22.0","22.0","22.7","21.9","21.7"
"21","1007.8","1010.3","1010.2","2023/04/21 22:13:00","1004.5","2023/04/21 02:56:00","21.4","23.4","2023/04/21 14:34:00","20.2","2023/04/21 02:21:00","19.7","90","82","2023/04/21 10:36:00","4.8","60","11.5","40","2023/04/21 15:25:00","2.5","1.3","1.0","2023/04/21 01:43:00","2.5","2023/04/21 01:43:00","0.8","6.2","10.19","17.6","2.2","4","2023/04/21 14:00:00","9.2","21.1","21.1","21.4","21.5","22.4","21.9","21.7"
"22","1010.5","1013.0","1012.5","2023/04/22 22:12:00","1008.6","2023/04/22 02:29:00","20.7","22.3","2023/04/22 12:40:00","19.5","2023/04/22 23:36:00","18.2","85","80","2023/04/22 07:42:00","5.4","60","12.6","60","2023/04/22 05:05:00","T","0.4","T","2023/04/22 09:45:00","T","2023/04/22 09:45:00","0.3","2.3","9.05","12.8","-3.2","5","2023/04/22 14:00:00","9.6","20.2","20.2","20.7","20.9","22.0","21.7","21.7"
"23","1011.9","1014.4","1013.4","2023/04/23 07:49:00","1010.9","2023/04/23 01:59:00","22.2","24.8","2023/04/23 12:13:00","19.5","2023/04/23 01:47:00","20.3","89","82","2023/04/23 09:57:00","4.6","50","12.7","40","2023/04/23 17:32:00","0.0","0.0","0.0","--","0.0","--","5.1","39.6","19.44","12.0","-2.2","9","2023/04/23 12:00:00","8.0","21.3","21.3","21.1","21.1","21.9","21.5","21.7"
"24","1012.8","1015.3","1014.3","2023/04/24 09:39:00","1011.3","2023/04/24 02:12:00","20.7","22.3","2023/04/24 00:06:00","19.6","2023/04/24 22:38:00","19.5","93","85","2023/04/24 19:15:00","5.2","50","12.2","30","2023/04/24 23:51:00","0.5","3.9","0.5","2023/04/24 02:15:00","0.5","2023/04/24 02:15:00","0.0","0.0","3.21","12.0","-3.6","2","2023/04/24 13:00:00","10.0","20.8","20.8","21.2","21.2","22.1","21.6","21.7"
"25","1011.6","1014.1","1012.8","2023/04/25 00:01:00","1010.2","2023/04/25 14:44:00","19.8","21.8","2023/04/25 11:09:00","18.8","2023/04/25 17:34:00","18.0","90","82","2023/04/25 10:13:00","4.7","50","11.7","40","2023/04/25 00:11:00","1.5","1.7","0.5","2023/04/25 17:06:00","1.5","2023/04/25 17:06:00","0.0","0.0","5.88","15.2","-0.3","4","2023/04/25 11:00:00","9.6","19.9","19.9","20.4","20.5","21.6","21.4","21.7"
"26","1013.1","1015.7","1014.7","2023/04/26 10:11:00","1011.5","2023/04/26 02:32:00","18.6","20.0","2023/04/26 15:14:00","17.6","2023/04/26 04:49:00","15.9","84","70","2023/04/26 18:15:00","6.7","60","14.0","50","2023/04/26 22:55:00","4.5","8.8","1.0","2023/04/26 08:05:00","2.0","2023/04/26 08:05:00","0.1","0.8","5.58","14.4","-2.2","3","2023/04/26 14:00:00","9.0","18.5","18.5","19.6","19.9","21.2","21.1","21.6"
"27","1013.2","1015.7","1015.1","2023/04/27 09:52:00","1012.1","2023/04/27 03:33:00","21.6","24.9","2023/04/27 11:40:00","18.7","2023/04/27 01:30:00","18.7","84","69","2023/04/27 10:44:00","4.8","60","14.6","60","2023/04/27 00:03:00","0.0","0.0","0.0","--","0.0","--","5.2","40.2","20.11","15.2","3.8","10","2023/04/27 13:00:00","6.6","20.1","20.1","19.8","19.8","20.8","20.7","21.5"
"28","1011.7","1014.2","1013.6","2023/04/28 07:45:00","1009.7","2023/04/28 16:39:00","22.5","25.8","2023/04/28 09:53:00","19.8","2023/04/28 00:58:00","21.3","93","84","2023/04/28 14:18:00","2.4","120","8.9","350","2023/04/28 11:16:00","0.0","0.0","0.0","--","0.0","--","6.5","50.0","20.81","10.0","3.5","7","2023/04/28 14:00:00","5.8","21.9","21.9","21.1","20.9","21.5","20.9","21.4"
"29","1009.0","1011.5","1010.5","2023/04/29 08:32:00","1007.1","2023/04/29 14:53:00","24.4","28.6","2023/04/29 13:11:00","20.7","2023/04/29 01:30:00","21.8","86","64","2023/04/29 12:33:00","3.0","260","12.3","40","2023/04/29 23:10:00","0.0","0.0","0.0","--","0.0","--","9.2","70.7","25.10","12.0","-7.2","11","2023/04/29 12:00:00","3.4","22.9","22.9","21.9","21.7","22.2","21.3","21.3"
"30","1011.1","1013.6","1013.6","2023/04/30 21:32:00","1008.5","2023/04/30 03:31:00","20.1","22.1","2023/04/30 12:00:00","19.4","2023/04/30 09:57:00","17.5","85","75","2023/04/30 11:32:00","7.2","50","16.2","40","2023/04/30 09:03:00","T","0.2","T","2023/04/30 01:21:00","T","2023/04/30 01:21:00","0.2","1.5","9.24","12.0","-2.9","8","2023/04/30 12:00:00","10.0","20.2","20.2","21.4","21.5","22.4","21.6","21.4"
