"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","Cloud Amount Sat","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"21","1005.9","1008.3","1007.2","2024/07/21 00:02:00","1003.5","2024/07/21 16:55:00","30.8","34.4","2024/07/21 12:42:00","28.1","2024/07/21 02:38:00","26.2","77","59","2024/07/21 13:00:00","3.7","40","11.2","50","2024/07/21 13:20:00","0.0","0.0","0.0","--","0.0","--","8.0","59.7","22.93","30.0","8.0","13","2024/07/21 13:00:00","6.5","6.1","32.1","32.1","31.8","31.7","32.4","31.3","29.8"
"22","1002.7","1005.1","1006.3","2024/07/22 00:01:00","999.6","2024/07/22 16:11:00","32.1","37.9","2024/07/22 14:18:00","28.3","2024/07/22 01:33:00","24.6","66","40","2024/07/22 14:24:00","4.0","80","13.2","40","2024/07/22 12:10:00","0.0","0.0","0.0","--","0.0","--","11.9","88.9","28.22","32.5","9.0","13","2024/07/22 13:00:00","5.0","3.4","32.4","32.4","32.1","31.8","32.5","31.3","29.8"
"23","996.6","999.0","1000.7","2024/07/23 00:01:00","993.9","2024/07/23 18:35:00","30.9","35.7","2024/07/23 12:51:00","28.2","2024/07/23 21:48:00","25.0","71","53","2024/07/23 12:24:00","7.2","60","16.5","60","2024/07/23 14:40:00","T","1.1","T","2024/07/23 21:19:00","T","2024/07/23 21:19:00","8.1","60.6","22.37","40.0","-6.8","13","2024/07/23 13:00:00","5.8","5.6","31.7","31.7","31.9","31.9","32.6","31.5","29.9"
"24","983.9","986.3","994.0","2024/07/24 00:01:00","974.0","2024/07/24 23:58:00","28.6","31.2","2024/07/24 09:55:00","26.3","2024/07/24 11:47:00","26.5","88","76","2024/07/24 09:40:00","10.8","50","25.8","40","2024/07/24 14:39:00","38.5","9.8","8.0","2024/07/24 11:32:00","16.5","2024/07/24 10:58:00","1.1","8.2","11.84","9.5","-3.4","11","2024/07/24 13:00:00","9.8","10.0","28.6","28.6","29.7","30.2","31.6","31.2","30.0"
"25","977.0","979.4","987.2","2024/07/25 23:48:00","968.4","2024/07/25 03:22:00","27.7","29.7","2024/07/25 14:27:00","25.9","2024/07/25 21:02:00","25.9","90","77","2024/07/25 14:25:00","3.9","180","17.3","40","2024/07/25 02:52:00","42.5","16.0","4.0","2024/07/25 18:57:00","13.0","2024/07/25 18:52:00","0.0","0.0","7.07","19.5","-2.8","5","2024/07/25 14:00:00","10.0","10.0","27.8","27.8","28.5","28.9","30.3","30.3","30.0"
"26","994.0","996.4","1000.1","2024/07/26 21:32:00","986.7","2024/07/26 00:05:00","27.8","31.9","2024/07/26 13:26:00","25.8","2024/07/26 03:31:00","24.6","84","63","2024/07/26 20:51:00","3.9","120","17.4","200","2024/07/26 15:05:00","13.5","8.7","5.0","2024/07/26 15:01:00","5.5","2024/07/26 15:01:00","0.2","1.5","8.71","24.8","-4.2","7","2024/07/26 14:00:00","10.0","10.0","27.3","27.3","27.7","28.2","29.5","29.5","29.8"
"27","1005.0","1007.5","1008.7","2024/07/27 20:34:00","999.9","2024/07/27 00:01:00","29.1","32.5","2024/07/27 11:51:00","26.5","2024/07/27 00:49:00","26.0","84","66","2024/07/27 12:20:00","1.9","300","8.0","270","2024/07/27 15:23:00","T","1.3","T","2024/07/27 14:20:00","T","2024/07/27 14:20:00","1.9","14.3","15.79","20.5","-3.0","13","2024/07/27 13:00:00","9.8","10.0","28.6","28.6","28.3","28.4","29.3","29.1","29.5"
"28","1006.8","1009.3","1008.5","2024/07/28 07:22:00","1004.4","2024/07/28 16:20:00","29.8","33.0","2024/07/28 11:20:00","27.7","2024/07/28 05:35:00","26.1","81","63","2024/07/28 11:21:00","3.0","330","7.4","20","2024/07/28 10:27:00","T","0.2","T","2024/07/28 03:21:00","T","2024/07/28 03:21:00","9.5","71.5","25.63","16.0","7.1","13","2024/07/28 13:00:00","5.3","4.7","29.4","29.4","29.2","29.0","29.8","29.2","29.3"
"29","1004.7","1007.1","1007.4","2024/07/29 00:01:00","1002.6","2024/07/29 16:29:00","29.3","35.1","2024/07/29 12:38:00","27.0","2024/07/29 04:45:00","25.8","83","52","2024/07/29 11:38:00","2.1","160","11.5","100","2024/07/29 11:45:00","6.5","1.2","3.0","2024/07/29 14:36:00","6.5","2024/07/29 14:26:00","5.5","41.5","19.23","15.0","-4.2","15","2024/07/29 12:00:00","7.8","8.5","29.2","29.2","29.3","29.3","30.1","29.4","29.2"
"30","1005.9","1008.3","1008.1","2024/07/30 22:51:00","1004.1","2024/07/30 01:51:00","28.6","31.7","2024/07/30 10:16:00","26.4","2024/07/30 23:43:00","25.5","84","66","2024/07/30 10:08:00","2.5","220","8.8","250","2024/07/30 12:27:00","T","1.4","T","2024/07/30 16:21:00","T","2024/07/30 16:21:00","7.0","52.8","21.53","16.0","-4.4","14","2024/07/30 13:00:00","7.0","6.8","29.0","29.0","28.9","29.1","30.0","29.4","29.1"
"31","1007.0","1009.5","1007.7","2024/07/31 00:01:00","1006.2","2024/07/31 16:41:00","28.9","31.8","2024/07/31 13:36:00","26.1","2024/07/31 01:12:00","25.6","83","67","2024/07/31 10:22:00","3.6","240","11.3","240","2024/07/31 23:53:00","0.5","1.6","0.5","2024/07/31 00:09:00","0.5","2024/07/31 00:09:00","9.6","72.6","25.03","25.0","5.9","15","2024/07/31 12:00:00","5.0","6.3","28.8","28.8","28.8","28.9","29.8","29.3","29.1"
